timestamps,rec
0.000000000E0,-3.013346111E-3
2.083333333E-5,-2.450911095E-3
4.166666667E-5,-2.121496713E-3
6.250000000E-5,-2.024979098E-3
8.333333333E-5,-1.794772339E-3
1.041666667E-4,-9.490182856E-4
1.250000000E-4,-3.600849304E-4
1.458333333E-4,-3.712556500E-4
1.666666667E-4,-5.575804971E-4
1.875000000E-4,-1.154978992E-3
2.083333333E-4,-1.771037932E-3
2.291666667E-4,-1.650597551E-3
2.500000000E-4,-9.485908668E-4
2.708333333E-4,-5.419063964E-4
2.916666667E-4,-4.987374414E-4
3.125000000E-4,-2.676692748E-5
3.333333333E-4,8.944672300E-4
3.541666667E-4,1.496821875E-3
3.750000000E-4,1.140219043E-3
3.958333333E-4,4.898062325E-4
4.166666667E-4,9.796402883E-4
4.375000000E-4,2.392430091E-3
4.583333333E-4,3.268497763E-3
4.791666667E-4,3.024187637E-3
5.000000000E-4,1.761484775E-3
5.208333333E-4,-2.399248187E-4
5.416666667E-4,-1.973081846E-3
5.625000000E-4,-2.562816720E-3
5.833333333E-4,-2.357875928E-3
6.041666667E-4,-2.058586804E-3
6.250000000E-4,-2.217194065E-3
6.458333333E-4,-2.930176910E-3
6.666666667E-4,-3.375651315E-3
6.875000000E-4,-3.005346982E-3
7.083333333E-4,-1.881816192E-3
7.291666667E-4,-5.033217603E-4
7.500000000E-4,1.297100971E-5
7.708333333E-4,-5.040686810E-4
7.916666667E-4,-8.458045777E-4
8.125000000E-4,3.913337423E-5
8.333333333E-4,1.683730166E-3
8.541666667E-4,2.502934309E-3
8.750000000E-4,2.137638861E-3
8.958333333E-4,1.527826418E-3
9.166666667E-4,1.386576798E-3
9.375000000E-4,1.905114739E-3
9.583333333E-4,2.377709141E-3
9.791666667E-4,2.328052651E-3
1.000000000E-3,2.430604538E-3
1.020833333E-3,3.033522749E-3
1.041666667E-3,3.809442511E-3
1.062500000E-3,4.075923003E-3
1.083333333E-3,3.432217054E-3
1.104166667E-3,2.592444420E-3
1.125000000E-3,2.494087443E-3
1.145833333E-3,2.986910054E-3
1.166666667E-3,2.866104012E-3
1.187500000E-3,1.546400250E-3
1.208333333E-3,-1.851224224E-4
1.229166667E-3,-1.303408062E-3
1.250000000E-3,-1.160493586E-3
1.270833333E-3,-2.874310012E-4
1.291666667E-3,-2.850568853E-4
1.312500000E-3,-1.610334963E-3
1.333333333E-3,-3.050648607E-3
1.354166667E-3,-3.529435955E-3
1.375000000E-3,-2.919122577E-3
1.395833333E-3,-1.798024634E-3
1.416666667E-3,-9.010724025E-4
1.437500000E-3,-3.120022884E-4
1.458333333E-3,6.988792848E-6
1.479166667E-3,-8.344308299E-5
1.500000000E-3,-2.024211863E-4
1.520833333E-3,-1.044064047E-4
1.541666667E-3,-2.976424294E-4
1.562500000E-3,-8.689907263E-4
1.583333333E-3,-1.368562924E-3
1.604166667E-3,-1.549058477E-3
1.625000000E-3,-1.450105105E-3
1.645833333E-3,-1.618251204E-3
1.666666667E-3,-1.990868477E-3
1.687500000E-3,-1.672110171E-3
1.708333333E-3,-7.294598036E-4
1.729166667E-3,2.787450794E-4
1.750000000E-3,9.028968634E-4
1.770833333E-3,7.068545092E-4
1.791666667E-3,4.567461438E-4
1.812500000E-3,9.400313720E-4
1.833333333E-3,1.399735920E-3
1.854166667E-3,1.035838271E-3
1.875000000E-3,4.108419816E-4
1.895833333E-3,5.717049935E-4
1.916666667E-3,1.674273866E-3
1.937500000E-3,2.959880279E-3
1.958333333E-3,3.729314543E-3
1.979166667E-3,3.797920188E-3
2.000000000E-3,3.178439336E-3
2.020833333E-3,2.495125169E-3
2.041666667E-3,2.709012013E-3
2.062500000E-3,3.418832785E-3
2.083333333E-3,3.542549908E-3
2.104166667E-3,2.835929859E-3
2.125000000E-3,1.848709304E-3
2.145833333E-3,1.487228204E-3
2.166666667E-3,1.423779759E-3
2.187500000E-3,7.442241767E-4
2.208333333E-3,-9.154452709E-5
2.229166667E-3,-5.171542871E-4
2.250000000E-3,-7.608528249E-4
2.270833333E-3,-1.248335000E-3
2.291666667E-3,-1.719691209E-3
2.312500000E-3,-1.379340189E-3
2.333333333E-3,-6.220226060E-4
2.354166667E-3,-1.707143820E-4
2.375000000E-3,1.815723081E-4
2.395833333E-3,4.357394646E-4
2.416666667E-3,5.857078941E-4
2.437500000E-3,1.131567173E-3
2.458333333E-3,1.950318576E-3
2.479166667E-3,2.589561511E-3
2.500000000E-3,2.951618517E-3
2.520833333E-3,2.766015008E-3
2.541666667E-3,2.420391189E-3
2.562500000E-3,2.691221423E-3
2.583333333E-3,3.162287408E-3
2.604166667E-3,3.095335560E-3
2.625000000E-3,2.522971248E-3
2.645833333E-3,1.825229381E-3
2.666666667E-3,9.708536090E-4
2.687500000E-3,-3.969074169E-4
2.708333333E-3,-1.597324735E-3
2.729166667E-3,-1.465918147E-3
2.750000000E-3,-3.742880654E-4
2.770833333E-3,4.259360139E-4
2.791666667E-3,2.718846663E-4
2.812500000E-3,-5.820743390E-4
2.833333333E-3,-1.352583058E-3
2.854166667E-3,-1.858405769E-3
2.875000000E-3,-2.494731452E-3
2.895833333E-3,-3.457600949E-3
2.916666667E-3,-4.381904379E-3
2.937500000E-3,-4.326898139E-3
2.958333333E-3,-2.903611166E-3
2.979166667E-3,-1.432135701E-3
3.000000000E-3,-1.272440073E-3
3.020833333E-3,-1.997251296E-3
3.041666667E-3,-2.272363286E-3
3.062500000E-3,-1.198893646E-3
3.083333333E-3,6.090910756E-4
3.104166667E-3,1.753224060E-3
3.125000000E-3,1.756081008E-3
3.145833333E-3,1.623710850E-3
3.166666667E-3,2.594399266E-3
3.187500000E-3,3.824076848E-3
3.208333333E-3,3.759049112E-3
3.229166667E-3,2.678618301E-3
3.250000000E-3,1.533955568E-3
3.270833333E-3,6.103356136E-4
3.291666667E-3,8.213020919E-5
3.312500000E-3,3.105687938E-5
3.333333333E-3,-5.398200301E-5
3.354166667E-3,-1.848352404E-4
3.375000000E-3,6.407323326E-6
3.395833333E-3,3.847719927E-4
3.416666667E-3,9.654221358E-4
3.437500000E-3,1.028277329E-3
3.458333333E-3,-1.794564159E-4
3.479166667E-3,-1.448088209E-3
3.500000000E-3,-1.777992351E-3
3.520833333E-3,-1.624333556E-3
3.541666667E-3,-1.362943673E-3
3.562500000E-3,-1.428277348E-3
3.583333333E-3,-2.254012274E-3
3.604166667E-3,-3.376968438E-3
3.625000000E-3,-4.072563257E-3
3.645833333E-3,-4.370748065E-3
3.666666667E-3,-4.411788192E-3
3.687500000E-3,-4.197968636E-3
3.708333333E-3,-4.095827229E-3
3.729166667E-3,-4.063141067E-3
3.750000000E-3,-3.814001102E-3
3.770833333E-3,-3.614337416E-3
3.791666667E-3,-3.540595993E-3
3.812500000E-3,-3.335398156E-3
3.833333333E-3,-3.050273517E-3
3.854166667E-3,-2.999861259E-3
3.875000000E-3,-3.207560629E-3
3.895833333E-3,-3.473344026E-3
3.916666667E-3,-3.754503326E-3
3.937500000E-3,-3.776127938E-3
3.958333333E-3,-3.750347067E-3
3.979166667E-3,-4.440783523E-3
4.000000000E-3,-5.405112635E-3
4.020833333E-3,-5.607697181E-3
4.041666667E-3,-5.042080767E-3
4.062500000E-3,-4.225262906E-3
4.083333333E-3,-3.461131826E-3
4.104166667E-3,-2.753116656E-3
4.125000000E-3,-1.940433984E-3
4.145833333E-3,-1.249755151E-3
4.166666667E-3,-9.307102882E-4
4.187500000E-3,-6.064027548E-4
4.208333333E-3,-2.479020040E-4
4.229166667E-3,-1.765358611E-4
4.250000000E-3,-2.690407273E-4
4.270833333E-3,-3.741245600E-4
4.291666667E-3,-5.112423096E-4
4.312500000E-3,-6.828803453E-4
4.333333333E-3,-9.817711543E-4
4.354166667E-3,-1.763885957E-3
4.375000000E-3,-2.903791610E-3
4.395833333E-3,-3.784104716E-3
4.416666667E-3,-4.251721781E-3
4.437500000E-3,-4.268683959E-3
4.458333333E-3,-3.947419580E-3
4.479166667E-3,-3.836391959E-3
4.500000000E-3,-4.176814109E-3
4.520833333E-3,-4.702316131E-3
4.541666667E-3,-5.155494902E-3
4.562500000E-3,-5.609936081E-3
4.583333333E-3,-5.871873349E-3
4.604166667E-3,-5.763381720E-3
4.625000000E-3,-5.405889824E-3
4.645833333E-3,-4.750996362E-3
4.666666667E-3,-4.279483110E-3
4.687500000E-3,-4.304986447E-3
4.708333333E-3,-4.322061781E-3
4.729166667E-3,-4.008498974E-3
4.750000000E-3,-3.132282756E-3
4.770833333E-3,-1.868280466E-3
4.791666667E-3,-9.192252182E-4
4.812500000E-3,-6.414460950E-4
4.833333333E-3,-6.377176032E-4
4.854166667E-3,-1.395058098E-5
4.875000000E-3,1.001850702E-3
4.895833333E-3,1.530627836E-3
4.916666667E-3,1.403923729E-3
4.937500000E-3,6.972252741E-4
4.958333333E-3,4.506146070E-5
4.979166667E-3,-1.180098989E-4
5.000000000E-3,-3.873714595E-4
5.020833333E-3,-9.878568817E-4
5.041666667E-3,-1.611880260E-3
5.062500000E-3,-2.046894981E-3
5.083333333E-3,-2.068105154E-3
5.104166667E-3,-1.796039287E-3
5.125000000E-3,-1.646894962E-3
5.145833333E-3,-1.569498330E-3
5.166666667E-3,-1.109172590E-3
5.187500000E-3,-3.049816296E-4
5.208333333E-3,4.020103952E-4
5.229166667E-3,4.738843127E-4
5.250000000E-3,-3.714071063E-4
5.270833333E-3,-1.139631728E-3
5.291666667E-3,-7.056054892E-4
5.312500000E-3,5.228024675E-4
5.333333333E-3,1.519174781E-3
5.354166667E-3,1.836027252E-3
5.375000000E-3,1.766195404E-3
5.395833333E-3,1.688173274E-3
5.416666667E-3,1.756850746E-3
5.437500000E-3,2.454092260E-3
5.458333333E-3,3.721359884E-3
5.479166667E-3,4.500553943E-3
5.500000000E-3,4.393100739E-3
5.520833333E-3,4.077266902E-3
5.541666667E-3,4.135786556E-3
5.562500000E-3,4.497172311E-3
5.583333333E-3,4.648557398E-3
5.604166667E-3,4.030746873E-3
5.625000000E-3,3.036866663E-3
5.645833333E-3,2.610719530E-3
5.666666667E-3,2.554742387E-3
5.687500000E-3,2.376379678E-3
5.708333333E-3,1.983402530E-3
5.729166667E-3,1.388192992E-3
5.750000000E-3,1.330506988E-3
5.770833333E-3,2.098589437E-3
5.791666667E-3,2.549658529E-3
5.812500000E-3,1.970726065E-3
5.833333333E-3,9.669070714E-4
5.854166667E-3,7.284102612E-4
5.875000000E-3,1.965836622E-3
5.895833333E-3,3.525695996E-3
5.916666667E-3,3.434289945E-3
5.937500000E-3,1.577525982E-3
5.958333333E-3,-5.716963788E-4
5.979166667E-3,-1.743750181E-3
6.000000000E-3,-1.547206426E-3
6.020833333E-3,-7.735557156E-4
6.041666667E-3,-2.304666268E-4
6.062500000E-3,1.491144067E-4
6.083333333E-3,6.869592471E-4
6.104166667E-3,1.493790885E-3
6.125000000E-3,1.704897964E-3
6.145833333E-3,6.886385381E-4
6.166666667E-3,-3.408795455E-4
6.187500000E-3,-2.193141554E-4
6.208333333E-3,9.631919092E-4
6.229166667E-3,2.420610050E-3
6.250000000E-3,3.496548394E-3
6.270833333E-3,4.170178901E-3
6.291666667E-3,4.285829607E-3
6.312500000E-3,4.142161459E-3
6.333333333E-3,4.273780156E-3
6.354166667E-3,3.993065562E-3
6.375000000E-3,3.207971575E-3
6.395833333E-3,3.099693917E-3
6.416666667E-3,3.970122430E-3
6.437500000E-3,5.374083295E-3
6.458333333E-3,6.593858823E-3
6.479166667E-3,6.910542957E-3
6.500000000E-3,6.693329196E-3
6.520833333E-3,6.522688549E-3
6.541666667E-3,6.507962011E-3
6.562500000E-3,6.640163250E-3
6.583333333E-3,6.703728344E-3
6.604166667E-3,6.646160036E-3
6.625000000E-3,6.260008551E-3
6.645833333E-3,5.158115178E-3
6.666666667E-3,3.571638837E-3
6.687500000E-3,2.374656498E-3
6.708333333E-3,2.066882327E-3
6.729166667E-3,2.092384268E-3
6.750000000E-3,1.826927648E-3
6.770833333E-3,1.446526498E-3
6.791666667E-3,1.254832139E-3
6.812500000E-3,1.293671783E-3
6.833333333E-3,1.838845434E-3
6.854166667E-3,2.762153745E-3
6.875000000E-3,3.490553237E-3
6.895833333E-3,3.813362215E-3
6.916666667E-3,3.816385055E-3
6.937500000E-3,4.233770538E-3
6.958333333E-3,5.506375339E-3
6.979166667E-3,6.528947502E-3
7.000000000E-3,6.352586206E-3
7.020833333E-3,5.367280450E-3
7.041666667E-3,4.426332656E-3
7.062500000E-3,3.996413201E-3
7.083333333E-3,3.974658437E-3
7.104166667E-3,3.938502166E-3
7.125000000E-3,3.551275469E-3
7.145833333E-3,3.294019960E-3
7.166666667E-3,3.703897353E-3
7.187500000E-3,4.312397446E-3
7.208333333E-3,4.438744858E-3
7.229166667E-3,3.644542303E-3
7.250000000E-3,2.231116174E-3
7.270833333E-3,1.304881531E-3
7.291666667E-3,1.586997299E-3
7.312500000E-3,2.599020489E-3
7.333333333E-3,3.173339181E-3
7.354166667E-3,3.217612393E-3
7.375000000E-3,3.329318017E-3
7.395833333E-3,3.501820611E-3
7.416666667E-3,3.605924081E-3
7.437500000E-3,3.651010571E-3
7.458333333E-3,3.721457440E-3
7.479166667E-3,3.879234660E-3
7.500000000E-3,3.978692461E-3
7.520833333E-3,4.106646404E-3
7.541666667E-3,4.419419914E-3
7.562500000E-3,4.949921742E-3
7.583333333E-3,6.039646454E-3
7.604166667E-3,7.092583925E-3
7.625000000E-3,6.940467283E-3
7.645833333E-3,6.117914803E-3
7.666666667E-3,5.843515042E-3
7.687500000E-3,6.342715118E-3
7.708333333E-3,6.915682927E-3
7.729166667E-3,6.743484642E-3
7.750000000E-3,6.246476434E-3
7.770833333E-3,6.270297803E-3
7.791666667E-3,6.829606369E-3
7.812500000E-3,7.525629364E-3
7.833333333E-3,7.689535152E-3
7.854166667E-3,7.458508015E-3
7.875000000E-3,7.585533429E-3
7.895833333E-3,7.685207762E-3
7.916666667E-3,7.566377986E-3
7.937500000E-3,7.576502860E-3
7.958333333E-3,7.418848109E-3
7.979166667E-3,7.213143166E-3
8.000000000E-3,7.326011080E-3
8.020833333E-3,7.453096099E-3
8.041666667E-3,6.957354490E-3
8.062500000E-3,5.553879775E-3
8.083333333E-3,4.093777854E-3
8.104166667E-3,3.309130436E-3
8.125000000E-3,2.824866911E-3
8.145833333E-3,2.403884660E-3
8.166666667E-3,2.085295739E-3
8.187500000E-3,1.817178912E-3
8.208333333E-3,1.383999595E-3
8.229166667E-3,8.068830357E-4
8.250000000E-3,6.178778131E-4
8.270833333E-3,9.665435646E-4
8.291666667E-3,1.402031048E-3
8.312500000E-3,1.446562004E-3
8.333333333E-3,1.196586061E-3
8.354166667E-3,1.131416415E-3
8.375000000E-3,1.376571250E-3
8.395833333E-3,1.800700789E-3
8.416666667E-3,2.006510738E-3
8.437500000E-3,1.819223398E-3
8.458333333E-3,1.698528649E-3
8.479166667E-3,2.045792527E-3
8.500000000E-3,2.786800265E-3
8.520833333E-3,3.520900849E-3
8.541666667E-3,4.266648088E-3
8.562500000E-3,5.291457288E-3
8.583333333E-3,6.490323693E-3
8.604166667E-3,7.317112759E-3
8.625000000E-3,6.819303613E-3
8.645833333E-3,5.050837528E-3
8.666666667E-3,3.575768089E-3
8.687500000E-3,3.417251166E-3
8.708333333E-3,3.866776824E-3
8.729166667E-3,3.960625734E-3
8.750000000E-3,3.924108576E-3
8.770833333E-3,4.133025184E-3
8.791666667E-3,4.291517660E-3
8.812500000E-3,4.016085062E-3
8.833333333E-3,3.197515151E-3
8.854166667E-3,2.244783333E-3
8.875000000E-3,1.606676960E-3
8.895833333E-3,1.517337863E-3
8.916666667E-3,2.306732116E-3
8.937500000E-3,3.123001428E-3
8.958333333E-3,2.652031835E-3
8.979166667E-3,1.540593104E-3
9.000000000E-3,9.349995526E-4
9.020833333E-3,8.431056631E-4
9.041666667E-3,7.429583347E-4
9.062500000E-3,2.005775605E-4
9.083333333E-3,-6.990010152E-4
9.104166667E-3,-1.291619614E-3
9.125000000E-3,-1.051018480E-3
9.145833333E-3,-6.157252355E-4
9.166666667E-3,-7.492442965E-4
9.187500000E-3,-9.744403069E-4
9.208333333E-3,-7.826224901E-4
9.229166667E-3,-3.738355299E-4
9.250000000E-3,3.014977847E-4
9.270833333E-3,1.398683875E-3
9.291666667E-3,2.036248799E-3
9.312500000E-3,1.390813151E-3
9.333333333E-3,2.227766381E-4
9.354166667E-3,-4.600466928E-4
9.375000000E-3,-4.123190301E-4
9.395833333E-3,-3.526521323E-5
9.416666667E-3,7.982713578E-5
9.437500000E-3,2.662161205E-5
9.458333333E-3,-9.255521582E-5
9.479166667E-3,-4.333403194E-4
9.500000000E-3,-7.185645518E-4
9.520833333E-3,-7.587606669E-4
9.541666667E-3,-8.018111112E-4
9.562500000E-3,-1.125770039E-3
9.583333333E-3,-1.326975063E-3
9.604166667E-3,-7.841005572E-4
9.625000000E-3,-9.179978224E-5
9.645833333E-3,-1.290549408E-4
9.666666667E-3,-6.345661823E-4
9.687500000E-3,-1.060662908E-3
9.708333333E-3,-1.441772212E-3
9.729166667E-3,-2.065778011E-3
9.750000000E-3,-2.836438129E-3
9.770833333E-3,-3.673973493E-3
9.791666667E-3,-4.315112717E-3
9.812500000E-3,-4.071873147E-3
9.833333333E-3,-3.533621784E-3
9.854166667E-3,-3.405820113E-3
9.875000000E-3,-3.292668844E-3
9.895833333E-3,-3.315840615E-3
9.916666667E-3,-3.415801097E-3
9.937500000E-3,-3.379591973E-3
9.958333333E-3,-3.574906383E-3
9.979166667E-3,-3.682429669E-3
1.000000000E-2,-3.182270098E-3
1.002083333E-2,-2.199030248E-3
1.004166667E-2,-1.351012266E-3
1.006250000E-2,-9.690818260E-4
1.008333333E-2,-7.131008897E-4
1.010416667E-2,-6.081920583E-4
1.012500000E-2,-5.852855975E-4
1.014583333E-2,-2.681433980E-4
1.016666667E-2,1.097216882E-4
1.018750000E-2,1.684930758E-4
1.020833333E-2,-4.019584594E-6
1.022916667E-2,-1.200851839E-4
1.025000000E-2,-3.455700062E-5
1.027083333E-2,4.276428081E-5
1.029166667E-2,-2.061973792E-4
1.031250000E-2,-5.330275744E-4
1.033333333E-2,-6.673804019E-4
1.035416667E-2,-9.476061678E-4
1.037500000E-2,-1.423022477E-3
1.039583333E-2,-1.601251890E-3
1.041666667E-2,-1.418772852E-3
1.043750000E-2,-1.567891566E-3
1.045833333E-2,-2.420455916E-3
1.047916667E-2,-3.410441568E-3
1.050000000E-2,-3.749673488E-3
1.052083333E-2,-3.363158321E-3
1.054166667E-2,-2.786835888E-3
1.056250000E-2,-2.436113777E-3
1.058333333E-2,-2.563451882E-3
1.060416667E-2,-2.924531698E-3
1.062500000E-2,-3.113599028E-3
1.064583333E-2,-2.986140316E-3
1.066666667E-2,-2.309950534E-3
1.068750000E-2,-1.299340976E-3
1.070833333E-2,-5.077202804E-4
1.072916667E-2,-3.592108260E-4
1.075000000E-2,-7.294455427E-4
1.077083333E-2,-9.843584849E-4
1.079166667E-2,-9.317543590E-4
1.081250000E-2,-6.591104902E-4
1.083333333E-2,-6.336452207E-4
1.085416667E-2,-1.436871942E-3
1.087500000E-2,-2.669090871E-3
1.089583333E-2,-3.190818941E-3
1.091666667E-2,-2.490113256E-3
1.093750000E-2,-1.666802214E-3
1.095833333E-2,-1.680116402E-3
1.097916667E-2,-1.921118703E-3
1.100000000E-2,-1.763457200E-3
1.102083333E-2,-1.326823374E-3
1.104166667E-2,-6.910695229E-4
1.106250000E-2,1.127501455E-4
1.108333333E-2,6.975978613E-4
1.110416667E-2,6.297059590E-4
1.112500000E-2,-2.630107629E-4
1.114583333E-2,-1.666099182E-3
1.116666667E-2,-2.483702498E-3
1.118750000E-2,-1.956090098E-3
1.120833333E-2,-6.379630067E-4
1.122916667E-2,4.743645259E-4
1.125000000E-2,7.979106740E-4
1.127083333E-2,4.869656404E-4
1.129166667E-2,4.688177069E-5
1.131250000E-2,-4.980731755E-4
1.133333333E-2,-1.162640634E-3
1.135416667E-2,-1.775503857E-3
1.137500000E-2,-2.317911014E-3
1.139583333E-2,-2.490134910E-3
1.141666667E-2,-2.054477576E-3
1.143750000E-2,-1.751865726E-3
1.145833333E-2,-2.448576037E-3
1.147916667E-2,-3.543028142E-3
1.150000000E-2,-3.766482696E-3
1.152083333E-2,-3.023271449E-3
1.154166667E-2,-2.346334746E-3
1.156250000E-2,-2.480851486E-3
1.158333333E-2,-3.115914762E-3
1.160416667E-2,-3.393044928E-3
1.162500000E-2,-3.053322900E-3
1.164583333E-2,-2.179087140E-3
1.166666667E-2,-8.748910041E-4
1.168750000E-2,2.104681189E-4
1.170833333E-2,4.840929760E-4
1.172916667E-2,-4.382260886E-5
1.175000000E-2,-5.138306296E-4
1.177083333E-2,-2.366956614E-4
1.179166667E-2,3.516025026E-4
1.181250000E-2,5.784835084E-4
1.183333333E-2,2.867573348E-4
1.185416667E-2,1.178038838E-5
1.187500000E-2,9.413307271E-5
1.189583333E-2,1.841013582E-4
1.191666667E-2,-6.910531374E-5
1.193750000E-2,-5.933948560E-4
1.195833333E-2,-1.210373710E-3
1.197916667E-2,-1.799389720E-3
1.200000000E-2,-1.777097816E-3
1.202083333E-2,-9.149441612E-4
1.204166667E-2,4.662872525E-4
1.206250000E-2,1.780022285E-3
1.208333333E-2,2.102409722E-3
1.210416667E-2,1.609823550E-3
1.212500000E-2,1.158788917E-3
1.214583333E-2,8.701412589E-4
1.216666667E-2,6.434065290E-4
1.218750000E-2,8.220724412E-4
1.220833333E-2,1.552297501E-3
1.222916667E-2,2.137375763E-3
1.225000000E-2,2.207103651E-3
1.227083333E-2,2.130222041E-3
1.229166667E-2,2.445555059E-3
1.231250000E-2,3.624396864E-3
1.233333333E-2,5.119839683E-3
1.235416667E-2,6.042593159E-3
1.237500000E-2,6.478523370E-3
1.239583333E-2,6.636712700E-3
1.241666667E-2,6.147955544E-3
1.243750000E-2,5.109501071E-3
1.245833333E-2,4.299837165E-3
1.247916667E-2,4.055136815E-3
1.250000000E-2,4.224264063E-3
1.252083333E-2,4.431339446E-3
1.254166667E-2,4.398694728E-3
1.256250000E-2,4.185494501E-3
1.258333333E-2,3.348631319E-3
1.260416667E-2,1.979976427E-3
1.262500000E-2,1.090459409E-3
1.264583333E-2,7.749565411E-4
1.266666667E-2,9.027805063E-4
1.268750000E-2,1.454517944E-3
1.270833333E-2,2.015903359E-3
1.272916667E-2,2.444454236E-3
1.275000000E-2,2.463172888E-3
1.277083333E-2,2.185735619E-3
1.279166667E-2,2.582233632E-3
1.281250000E-2,3.438915592E-3
1.283333333E-2,3.520937404E-3
1.285416667E-2,2.661981154E-3
1.287500000E-2,1.727331546E-3
1.289583333E-2,1.676373300E-3
1.291666667E-2,2.657757374E-3
1.293750000E-2,3.758220235E-3
1.295833333E-2,4.220784176E-3
1.297916667E-2,4.137246404E-3
1.300000000E-2,3.816043027E-3
1.302083333E-2,3.651634092E-3
1.304166667E-2,4.075002391E-3
1.306250000E-2,4.483116791E-3
1.308333333E-2,4.388710484E-3
1.310416667E-2,4.466402810E-3
1.312500000E-2,4.578648135E-3
1.314583333E-2,4.108605441E-3
1.316666667E-2,3.175861668E-3
1.318750000E-2,2.445662394E-3
1.320833333E-2,2.687460510E-3
1.322916667E-2,3.614387242E-3
1.325000000E-2,3.956436180E-3
1.327083333E-2,3.316429211E-3
1.329166667E-2,2.929665614E-3
1.331250000E-2,3.449583426E-3
1.333333333E-2,4.024099559E-3
1.335416667E-2,4.219060764E-3
1.337500000E-2,4.225083161E-3
1.339583333E-2,4.473815672E-3
1.341666667E-2,5.236256868E-3
1.343750000E-2,5.864502396E-3
1.345833333E-2,5.643424112E-3
1.347916667E-2,4.652529024E-3
1.350000000E-2,3.619537689E-3
1.352083333E-2,3.182288492E-3
1.354166667E-2,3.248610999E-3
1.356250000E-2,2.969937399E-3
1.358333333E-2,1.601683442E-3
1.360416667E-2,-2.623660257E-4
1.362500000E-2,-9.593455470E-4
1.364583333E-2,7.149192970E-5
1.366666667E-2,1.396474894E-3
1.368750000E-2,1.780528226E-3
1.370833333E-2,1.490669209E-3
1.372916667E-2,1.050416613E-3
1.375000000E-2,7.075116737E-4
1.377083333E-2,7.264210726E-4
1.379166667E-2,1.421505818E-3
1.381250000E-2,2.719584387E-3
1.383333333E-2,3.449173179E-3
1.385416667E-2,2.560253488E-3
1.387500000E-2,1.040174626E-3
1.389583333E-2,8.250247338E-4
1.391666667E-2,1.989403972E-3
1.393750000E-2,3.108192235E-3
1.395833333E-2,3.463799367E-3
1.397916667E-2,2.913407981E-3
1.400000000E-2,1.915722853E-3
1.402083333E-2,1.864928519E-3
1.404166667E-2,2.915643854E-3
1.406250000E-2,3.552608425E-3
1.408333333E-2,2.709287917E-3
1.410416667E-2,1.044914359E-3
1.412500000E-2,3.886292106E-4
1.414583333E-2,1.254272182E-3
1.416666667E-2,2.323569264E-3
1.418750000E-2,2.176402370E-3
1.420833333E-2,5.623275647E-4
1.422916667E-2,-1.065778313E-3
