timestamps,rec
1.425000000E-2,-1.550468383E-3
1.427083333E-2,-1.440838096E-3
1.429166667E-2,-1.461692620E-3
1.431250000E-2,-1.656322042E-3
1.433333333E-2,-1.431873185E-3
1.435416667E-2,-4.186455626E-4
1.437500000E-2,8.271046099E-4
1.439583333E-2,1.615864341E-3
1.441666667E-2,1.578719355E-3
1.443750000E-2,8.992442163E-4
1.445833333E-2,5.965536693E-4
1.447916667E-2,1.418202883E-3
1.450000000E-2,2.927187830E-3
1.452083333E-2,3.987720236E-3
1.454166667E-2,3.830093890E-3
1.456250000E-2,3.000966972E-3
1.458333333E-2,2.856001258E-3
1.460416667E-2,3.568375949E-3
1.462500000E-2,3.776693251E-3
1.464583333E-2,2.922409680E-3
1.466666667E-2,1.743684988E-3
1.468750000E-2,1.098254928E-3
1.470833333E-2,1.706000650E-3
1.472916667E-2,3.056328278E-3
1.475000000E-2,3.861903446E-3
1.477083333E-2,3.542552469E-3
1.479166667E-2,2.009451156E-3
1.481250000E-2,1.956232591E-4
1.483333333E-2,-6.837853580E-4
1.485416667E-2,-9.452379309E-4
1.487500000E-2,-1.395189669E-3
1.489583333E-2,-2.166951774E-3
1.491666667E-2,-3.054873552E-3
1.493750000E-2,-3.338909475E-3
1.495833333E-2,-2.736556809E-3
1.497916667E-2,-2.070689108E-3
1.500000000E-2,-2.088524401E-3
1.502083333E-2,-2.763566794E-3
1.504166667E-2,-3.446809482E-3
1.506250000E-2,-3.848754568E-3
1.508333333E-2,-3.966130782E-3
1.510416667E-2,-3.295834642E-3
1.512500000E-2,-1.804415835E-3
1.514583333E-2,-6.051855744E-4
1.516666667E-2,-4.989999579E-4
1.518750000E-2,-1.133869751E-3
1.520833333E-2,-1.996737439E-3
1.522916667E-2,-2.578578191E-3
1.525000000E-2,-2.432089532E-3
1.527083333E-2,-1.850412926E-3
1.529166667E-2,-1.167931710E-3
1.531250000E-2,-9.181418573E-4
1.533333333E-2,-1.931773499E-3
1.535416667E-2,-3.457288258E-3
1.537500000E-2,-3.965057898E-3
1.539583333E-2,-3.136927262E-3
1.541666667E-2,-1.600869349E-3
1.543750000E-2,-2.876443032E-4
1.545833333E-2,2.253835701E-4
1.547916667E-2,-8.304341463E-7
1.550000000E-2,-3.381851711E-4
1.552083333E-2,-1.338766560E-5
1.554166667E-2,7.977128262E-4
1.556250000E-2,1.287167426E-3
1.558333333E-2,1.038344344E-3
1.560416667E-2,3.032340901E-4
1.562500000E-2,-6.742899859E-5
1.564583333E-2,1.047268888E-4
1.566666667E-2,1.427064126E-4
1.568750000E-2,5.255201177E-5
1.570833333E-2,1.617504604E-4
1.572916667E-2,3.217473277E-4
1.575000000E-2,2.391519811E-4
1.577083333E-2,-5.154657993E-5
1.579166667E-2,-3.878025454E-4
1.581250000E-2,-7.297072443E-4
1.583333333E-2,-7.482401561E-4
1.585416667E-2,-6.214795285E-4
1.587500000E-2,-7.994202897E-4
1.589583333E-2,-1.112300903E-3
1.591666667E-2,-1.377684996E-3
1.593750000E-2,-1.540366560E-3
1.595833333E-2,-1.856428455E-3
1.597916667E-2,-2.399918390E-3
1.600000000E-2,-3.049962223E-3
1.602083333E-2,-3.847059561E-3
1.604166667E-2,-4.139347468E-3
1.606250000E-2,-3.585050581E-3
1.608333333E-2,-2.740464872E-3
1.610416667E-2,-2.126534702E-3
1.612500000E-2,-1.945522614E-3
1.614583333E-2,-2.093237359E-3
1.616666667E-2,-2.361322986E-3
1.618750000E-2,-2.329592826E-3
1.620833333E-2,-1.946078031E-3
1.622916667E-2,-1.933834050E-3
1.625000000E-2,-2.434674650E-3
1.627083333E-2,-2.854569582E-3
1.629166667E-2,-3.014657414E-3
1.631250000E-2,-3.083237680E-3
1.633333333E-2,-3.135642270E-3
1.635416667E-2,-3.052856307E-3
1.637500000E-2,-2.770132618E-3
1.639583333E-2,-2.464564983E-3
1.641666667E-2,-2.332793083E-3
1.643750000E-2,-2.394770272E-3
1.645833333E-2,-2.542422386E-3
1.647916667E-2,-2.768276026E-3
1.650000000E-2,-2.802128205E-3
1.652083333E-2,-2.152441768E-3
1.654166667E-2,-1.187272486E-3
1.656250000E-2,-7.688492769E-4
1.658333333E-2,-1.152768731E-3
1.660416667E-2,-1.643994707E-3
1.662500000E-2,-1.358305104E-3
1.664583333E-2,-4.918525810E-4
1.666666667E-2,-6.770092295E-5
1.668750000E-2,-5.558171542E-4
1.670833333E-2,-1.025568810E-3
1.672916667E-2,-4.409959656E-4
1.675000000E-2,8.084513247E-4
1.677083333E-2,1.470939722E-3
1.679166667E-2,8.321475470E-4
1.681250000E-2,-3.484285844E-4
1.683333333E-2,-8.280728362E-4
1.685416667E-2,-2.492424392E-4
1.687500000E-2,9.233559249E-4
1.689583333E-2,1.630049548E-3
1.691666667E-2,1.086193370E-3
1.693750000E-2,-1.865705999E-4
1.695833333E-2,-9.209354175E-4
1.697916667E-2,-1.163236448E-3
1.700000000E-2,-1.535730902E-3
1.702083333E-2,-1.262569102E-3
1.704166667E-2,-2.205400087E-4
1.706250000E-2,7.399439928E-4
1.708333333E-2,1.223705127E-3
1.710416667E-2,7.071680157E-4
1.712500000E-2,-2.845277486E-4
1.714583333E-2,-5.521231797E-4
1.716666667E-2,-3.152173595E-4
1.718750000E-2,-2.207724465E-4
1.720833333E-2,-2.839402296E-4
1.722916667E-2,-4.256295797E-4
1.725000000E-2,-8.404944092E-4
1.727083333E-2,-1.299561467E-3
1.729166667E-2,-1.421478577E-3
1.731250000E-2,-1.651680563E-3
1.733333333E-2,-2.322621411E-3
1.735416667E-2,-3.160408232E-3
1.737500000E-2,-3.687470686E-3
1.739583333E-2,-3.292968264E-3
1.741666667E-2,-2.354354830E-3
1.743750000E-2,-1.897411072E-3
1.745833333E-2,-2.064217813E-3
1.747916667E-2,-2.350041410E-3
1.750000000E-2,-2.264163224E-3
1.752083333E-2,-1.793039846E-3
1.754166667E-2,-1.253636205E-3
1.756250000E-2,-9.813267970E-4
1.758333333E-2,-1.502830070E-3
1.760416667E-2,-2.622934058E-3
1.762500000E-2,-3.083683318E-3
1.764583333E-2,-2.356374869E-3
1.766666667E-2,-1.384657575E-3
1.768750000E-2,-1.136385370E-3
1.770833333E-2,-1.493328484E-3
1.772916667E-2,-1.906332211E-3
1.775000000E-2,-1.902064541E-3
1.777083333E-2,-1.335704466E-3
1.779166667E-2,-9.676087066E-4
1.781250000E-2,-1.236687182E-3
1.783333333E-2,-1.527248533E-3
1.785416667E-2,-1.664017909E-3
1.787500000E-2,-1.791928080E-3
1.789583333E-2,-1.614623470E-3
1.791666667E-2,-1.167642418E-3
1.793750000E-2,-1.093930216E-3
1.795833333E-2,-1.748966519E-3
1.797916667E-2,-2.401884412E-3
1.800000000E-2,-2.087129513E-3
1.802083333E-2,-9.955465794E-4
1.804166667E-2,-3.164274967E-4
1.806250000E-2,-6.873186212E-4
1.808333333E-2,-1.373560983E-3
1.810416667E-2,-1.346665900E-3
1.812500000E-2,-8.920066175E-4
1.814583333E-2,-1.302811666E-3
1.816666667E-2,-2.393595641E-3
1.818750000E-2,-2.608645940E-3
1.820833333E-2,-1.354701584E-3
1.822916667E-2,5.085464800E-4
1.825000000E-2,1.217867713E-3
1.827083333E-2,-2.947910980E-5
1.829166667E-2,-2.008615993E-3
1.831250000E-2,-2.808581106E-3
1.833333333E-2,-1.596940099E-3
1.835416667E-2,2.991896763E-4
1.837500000E-2,7.967813290E-4
1.839583333E-2,-4.204946163E-4
1.841666667E-2,-1.699890941E-3
1.843750000E-2,-1.752018579E-3
1.845833333E-2,-8.269282989E-4
1.847916667E-2,3.909682855E-4
1.850000000E-2,1.241850900E-3
1.852083333E-2,1.583478297E-3
1.854166667E-2,1.736504026E-3
1.856250000E-2,1.633462962E-3
1.858333333E-2,1.196402125E-3
1.860416667E-2,5.434828345E-4
1.862500000E-2,-2.848307777E-4
1.864583333E-2,-6.754078204E-4
1.866666667E-2,1.506698900E-4
1.868750000E-2,1.192642841E-3
1.870833333E-2,1.222223160E-3
1.872916667E-2,7.278359262E-4
1.875000000E-2,5.045353901E-4
1.877083333E-2,6.711997557E-4
1.879166667E-2,6.527915248E-4
1.881250000E-2,8.482416160E-5
1.883333333E-2,-6.094804266E-4
1.885416667E-2,-5.198788131E-4
1.887500000E-2,6.819187547E-4
1.889583333E-2,1.561702928E-3
1.891666667E-2,1.257263240E-3
1.893750000E-2,1.957943023E-4
1.895833333E-2,-1.391774276E-3
1.897916667E-2,-2.315789694E-3
1.900000000E-2,-1.584078069E-3
1.902083333E-2,-6.805152952E-5
1.904166667E-2,7.629212923E-4
1.906250000E-2,4.728201893E-4
1.908333333E-2,1.431635465E-4
1.910416667E-2,6.063992623E-4
1.912500000E-2,1.550501911E-3
1.914583333E-2,2.678783610E-3
1.916666667E-2,3.494831966E-3
1.918750000E-2,3.536172677E-3
1.920833333E-2,3.199206898E-3
1.922916667E-2,2.696589567E-3
1.925000000E-2,2.130580833E-3
1.927083333E-2,1.981937094E-3
1.929166667E-2,2.258784138E-3
1.931250000E-2,2.408260945E-3
1.933333333E-2,2.361231018E-3
1.935416667E-2,2.596460283E-3
1.937500000E-2,2.860875800E-3
1.939583333E-2,2.734724898E-3
1.941666667E-2,2.347952221E-3
1.943750000E-2,1.655058819E-3
1.945833333E-2,9.526464273E-4
1.947916667E-2,7.857157616E-4
1.950000000E-2,9.598259348E-4
1.952083333E-2,9.990078397E-4
1.954166667E-2,6.118136225E-4
1.956250000E-2,-2.018621890E-4
1.958333333E-2,-7.475424791E-4
1.960416667E-2,-7.524937391E-4
1.962500000E-2,-9.934975533E-4
1.964583333E-2,-1.554534421E-3
1.966666667E-2,-1.774313394E-3
1.968750000E-2,-1.523526502E-3
1.970833333E-2,-9.643511148E-4
1.972916667E-2,-2.761293435E-4
1.975000000E-2,3.360197297E-4
1.977083333E-2,1.066171099E-3
1.979166667E-2,2.166332677E-3
1.981250000E-2,3.267913824E-3
1.983333333E-2,3.813199466E-3
1.985416667E-2,3.672975814E-3
1.987500000E-2,2.951539354E-3
1.989583333E-2,1.850137487E-3
1.991666667E-2,1.232085750E-3
1.993750000E-2,1.865120023E-3
1.995833333E-2,2.891005017E-3
1.997916667E-2,3.200288163E-3
2.000000000E-2,3.056274727E-3
2.002083333E-2,2.792785177E-3
2.004166667E-2,2.139034914E-3
2.006250000E-2,1.337041380E-3
2.008333333E-2,7.554325275E-4
2.010416667E-2,3.269299341E-4
2.012500000E-2,1.986712596E-4
2.014583333E-2,4.489677376E-4
2.016666667E-2,7.566105924E-4
2.018750000E-2,6.522266776E-4
2.020833333E-2,-3.667459532E-5
2.022916667E-2,-7.320205332E-4
2.025000000E-2,-6.082463660E-4
2.027083333E-2,2.865077695E-4
2.029166667E-2,8.317705360E-4
2.031250000E-2,1.137395229E-4
2.033333333E-2,-1.148019219E-3
2.035416667E-2,-1.220022561E-3
2.037500000E-2,2.422210964E-4
2.039583333E-2,1.538185868E-3
2.041666667E-2,1.304646954E-3
2.043750000E-2,3.684594412E-4
2.045833333E-2,2.637776561E-5
2.047916667E-2,3.545131185E-4
2.050000000E-2,1.226064167E-3
2.052083333E-2,2.021849854E-3
2.054166667E-2,1.567626721E-3
2.056250000E-2,8.253057604E-5
2.058333333E-2,-1.133651240E-3
2.060416667E-2,-1.292357920E-3
2.062500000E-2,-6.869927165E-4
2.064583333E-2,-1.094617473E-4
2.066666667E-2,1.964455805E-5
2.068750000E-2,-1.602703414E-4
2.070833333E-2,-2.708602406E-4
2.072916667E-2,-2.955780110E-5
2.075000000E-2,5.800152430E-4
2.077083333E-2,1.147807110E-3
2.079166667E-2,1.560766366E-3
2.081250000E-2,2.014704980E-3
2.083333333E-2,2.295951126E-3
2.085416667E-2,2.492700703E-3
2.087500000E-2,2.629649360E-3
2.089583333E-2,2.637749771E-3
2.091666667E-2,2.882340923E-3
2.093750000E-2,3.035699949E-3
2.095833333E-2,2.899766900E-3
2.097916667E-2,2.666720888E-3
2.100000000E-2,2.269229852E-3
2.102083333E-2,2.058240818E-3
2.104166667E-2,2.161300275E-3
2.106250000E-2,2.118663164E-3
2.108333333E-2,1.535603194E-3
2.110416667E-2,6.638441700E-4
2.112500000E-2,2.419070806E-4
2.114583333E-2,4.269926285E-4
2.116666667E-2,7.796263671E-4
2.118750000E-2,9.756292566E-4
2.120833333E-2,1.110951998E-3
2.122916667E-2,1.292669564E-3
2.125000000E-2,1.398951630E-3
2.127083333E-2,1.561655547E-3
2.129166667E-2,1.833202667E-3
2.131250000E-2,2.052509226E-3
2.133333333E-2,2.454716479E-3
2.135416667E-2,3.198125400E-3
2.137500000E-2,3.928342368E-3
2.139583333E-2,4.502728116E-3
2.141666667E-2,5.242350977E-3
2.143750000E-2,5.981957074E-3
2.145833333E-2,6.058081053E-3
2.147916667E-2,5.587304011E-3
2.150000000E-2,5.094712134E-3
2.152083333E-2,4.718241282E-3
2.154166667E-2,4.594594706E-3
2.156250000E-2,4.809712060E-3
2.158333333E-2,5.165550858E-3
2.160416667E-2,5.304830614E-3
2.162500000E-2,4.781303927E-3
2.164583333E-2,3.367038677E-3
2.166666667E-2,1.562739955E-3
2.168750000E-2,4.035246675E-4
2.170833333E-2,3.682673560E-4
2.172916667E-2,9.172036080E-4
2.175000000E-2,1.223853673E-3
2.177083333E-2,8.723543142E-4
2.179166667E-2,7.120017108E-5
2.181250000E-2,-5.932382192E-4
2.183333333E-2,-7.854964351E-4
2.185416667E-2,-6.456547999E-4
2.187500000E-2,-6.693646428E-4
2.189583333E-2,-1.200509490E-3
2.191666667E-2,-1.973166829E-3
2.193750000E-2,-2.761009615E-3
2.195833333E-2,-3.124628449E-3
2.197916667E-2,-2.331693890E-3
2.200000000E-2,-7.081445656E-4
2.202083333E-2,6.711590104E-4
2.204166667E-2,1.185559086E-3
2.206250000E-2,8.557528490E-4
2.208333333E-2,3.438745625E-4
2.210416667E-2,3.689989680E-4
2.212500000E-2,7.167991716E-4
2.214583333E-2,6.382045685E-4
2.216666667E-2,1.127800642E-4
2.218750000E-2,-2.700212062E-4
2.220833333E-2,-2.887274604E-4
2.222916667E-2,-1.470228744E-4
2.225000000E-2,-9.280457016E-5
2.227083333E-2,-3.264720435E-4
2.229166667E-2,-7.984905969E-4
2.231250000E-2,-1.182048465E-3
2.233333333E-2,-1.580465469E-3
2.235416667E-2,-2.529609483E-3
2.237500000E-2,-3.775543533E-3
2.239583333E-2,-4.129172303E-3
2.241666667E-2,-3.112362232E-3
2.243750000E-2,-1.547675114E-3
2.245833333E-2,-6.550093531E-4
2.247916667E-2,-7.086237310E-4
2.250000000E-2,-6.389727350E-4
2.252083333E-2,-3.659382128E-5
2.254166667E-2,4.096082994E-4
2.256250000E-2,6.143748178E-4
2.258333333E-2,7.074183668E-4
2.260416667E-2,2.559982240E-4
2.262500000E-2,-8.162584854E-4
2.264583333E-2,-1.568550710E-3
2.266666667E-2,-1.038539223E-3
2.268750000E-2,5.871379472E-5
2.270833333E-2,9.057910938E-5
2.272916667E-2,-1.121558365E-3
2.275000000E-2,-2.307141665E-3
2.277083333E-2,-2.592160366E-3
2.279166667E-2,-2.399979858E-3
2.281250000E-2,-2.561488887E-3
2.283333333E-2,-3.315738868E-3
2.285416667E-2,-4.247384612E-3
2.287500000E-2,-4.590928089E-3
2.289583333E-2,-4.347727168E-3
2.291666667E-2,-4.156060982E-3
2.293750000E-2,-4.380750936E-3
2.295833333E-2,-5.158640444E-3
2.297916667E-2,-5.909236148E-3
2.300000000E-2,-5.842422135E-3
2.302083333E-2,-5.058980547E-3
2.304166667E-2,-4.266343080E-3
2.306250000E-2,-3.740876215E-3
2.308333333E-2,-3.135145409E-3
2.310416667E-2,-2.564203925E-3
2.312500000E-2,-2.618537517E-3
2.314583333E-2,-3.414750565E-3
2.316666667E-2,-4.233752843E-3
2.318750000E-2,-4.061203916E-3
2.320833333E-2,-3.043291392E-3
2.322916667E-2,-2.524162410E-3
2.325000000E-2,-3.229173832E-3
2.327083333E-2,-4.529101774E-3
2.329166667E-2,-5.350095220E-3
2.331250000E-2,-5.300526973E-3
2.333333333E-2,-5.076906178E-3
2.335416667E-2,-5.293976516E-3
2.337500000E-2,-5.594208837E-3
2.339583333E-2,-5.480539519E-3
2.341666667E-2,-5.079970229E-3
2.343750000E-2,-4.698422737E-3
2.345833333E-2,-4.402164370E-3
2.347916667E-2,-4.222929943E-3
2.350000000E-2,-3.840315854E-3
2.352083333E-2,-3.296821611E-3
2.354166667E-2,-3.119600005E-3
2.356250000E-2,-3.236191347E-3
2.358333333E-2,-3.644135082E-3
2.360416667E-2,-4.063576460E-3
2.362500000E-2,-3.766320180E-3
2.364583333E-2,-2.738127951E-3
2.366666667E-2,-1.567759784E-3
2.368750000E-2,-1.286434941E-3
2.370833333E-2,-1.855670125E-3
2.372916667E-2,-1.953248866E-3
2.375000000E-2,-1.163157052E-3
2.377083333E-2,-1.056700494E-4
2.379166667E-2,2.813618048E-4
2.381250000E-2,-3.415039100E-4
2.383333333E-2,-1.295147929E-3
2.385416667E-2,-1.742372522E-3
2.387500000E-2,-1.535163727E-3
2.389583333E-2,-1.436726889E-3
2.391666667E-2,-1.788314199E-3
2.393750000E-2,-1.959381392E-3
2.395833333E-2,-1.651974162E-3
2.397916667E-2,-1.118086511E-3
2.400000000E-2,-6.482925965E-4
2.402083333E-2,-5.595446564E-4
2.404166667E-2,-1.063392614E-3
2.406250000E-2,-1.992121805E-3
2.408333333E-2,-2.797947265E-3
2.410416667E-2,-3.084265161E-3
2.412500000E-2,-2.718159929E-3
2.414583333E-2,-1.794649987E-3
2.416666667E-2,-1.263872255E-3
2.418750000E-2,-1.534790732E-3
2.420833333E-2,-1.840329031E-3
2.422916667E-2,-1.987673342E-3
2.425000000E-2,-1.868493389E-3
2.427083333E-2,-1.282544574E-3
2.429166667E-2,-9.555285214E-4
2.431250000E-2,-1.245805179E-3
2.433333333E-2,-1.601184951E-3
2.435416667E-2,-1.956205582E-3
2.437500000E-2,-2.128695836E-3
2.439583333E-2,-1.634091255E-3
2.441666667E-2,-1.171755488E-3
2.443750000E-2,-1.587851206E-3
2.445833333E-2,-2.481853357E-3
2.447916667E-2,-2.942480147E-3
2.450000000E-2,-2.522396855E-3
2.452083333E-2,-1.505947905E-3
2.454166667E-2,-6.907604984E-4
2.456250000E-2,-8.206703933E-4
2.458333333E-2,-1.568902982E-3
2.460416667E-2,-2.136256546E-3
2.462500000E-2,-2.374887001E-3
2.464583333E-2,-2.519043395E-3
2.466666667E-2,-2.670742804E-3
2.468750000E-2,-2.385367174E-3
2.470833333E-2,-1.593984198E-3
2.472916667E-2,-9.938813746E-4
2.475000000E-2,-1.075639855E-3
2.477083333E-2,-1.729439828E-3
2.479166667E-2,-1.741083921E-3
2.481250000E-2,-4.124915577E-4
2.483333333E-2,1.131409896E-3
2.485416667E-2,1.603494748E-3
2.487500000E-2,3.938819282E-4
2.489583333E-2,-1.393608865E-3
2.491666667E-2,-1.903205877E-3
2.493750000E-2,-1.235910342E-3
2.495833333E-2,-5.130126956E-4
2.497916667E-2,-4.532277817E-4
2.500000000E-2,-1.218384947E-3
2.502083333E-2,-2.416086150E-3
2.504166667E-2,-3.733823076E-3
2.506250000E-2,-4.686481319E-3
2.508333333E-2,-4.746648017E-3
2.510416667E-2,-4.030872602E-3
2.512500000E-2,-3.243741579E-3
2.514583333E-2,-3.174990183E-3
2.516666667E-2,-3.515097545E-3
2.518750000E-2,-3.262737067E-3
2.520833333E-2,-2.120691119E-3
2.522916667E-2,-9.719157824E-4
2.525000000E-2,-1.039757626E-3
2.527083333E-2,-2.188397571E-3
2.529166667E-2,-3.324103775E-3
2.531250000E-2,-3.791945986E-3
2.533333333E-2,-3.745883005E-3
2.535416667E-2,-3.451223951E-3
2.537500000E-2,-2.678198507E-3
2.539583333E-2,-1.800814411E-3
2.541666667E-2,-1.661297167E-3
2.543750000E-2,-2.098493278E-3
2.545833333E-2,-2.429433633E-3
2.547916667E-2,-2.497279784E-3
2.550000000E-2,-2.470663749E-3
2.552083333E-2,-2.321793465E-3
2.554166667E-2,-1.947499230E-3
2.556250000E-2,-1.364794560E-3
2.558333333E-2,-8.612067904E-4
2.560416667E-2,-8.540564450E-4
2.562500000E-2,-1.311637345E-3
2.564583333E-2,-1.852470217E-3
2.566666667E-2,-1.826166525E-3
2.568750000E-2,-1.473075594E-3
2.570833333E-2,-1.858533709E-3
2.572916667E-2,-2.342714928E-3
2.575000000E-2,-2.035473241E-3
2.577083333E-2,-1.132107805E-3
2.579166667E-2,2.340717328E-4
2.581250000E-2,1.236070180E-3
2.583333333E-2,1.051707775E-3
2.585416667E-2,2.695968142E-4
2.587500000E-2,3.507889778E-5
2.589583333E-2,7.678419352E-4
2.591666667E-2,1.763093751E-3
2.593750000E-2,1.847774256E-3
2.595833333E-2,7.702778676E-4
2.597916667E-2,-1.508299611E-4
2.600000000E-2,1.579417149E-4
2.602083333E-2,8.888799930E-4
2.604166667E-2,8.925735601E-4
2.606250000E-2,3.784335422E-5
2.608333333E-2,-8.395728073E-4
2.610416667E-2,-5.205705529E-4
2.612500000E-2,7.413494750E-4
2.614583333E-2,1.734159421E-3
2.616666667E-2,2.198948525E-3
2.618750000E-2,1.968508353E-3
2.620833333E-2,1.231965260E-3
2.622916667E-2,1.026344835E-3
2.625000000E-2,1.425039372E-3
2.627083333E-2,1.832256909E-3
2.629166667E-2,1.886448590E-3
2.631250000E-2,1.267693820E-3
2.633333333E-2,4.746837076E-4
2.635416667E-2,3.094232234E-4
2.637500000E-2,6.388764014E-4
2.639583333E-2,7.602065452E-4
2.641666667E-2,3.850503999E-4
2.643750000E-2,2.265623771E-4
2.645833333E-2,8.710704278E-4
2.647916667E-2,1.886595623E-3
2.650000000E-2,2.730794018E-3
2.652083333E-2,3.209476825E-3
2.654166667E-2,3.429452423E-3
2.656250000E-2,3.500415711E-3
2.658333333E-2,3.439247143E-3
2.660416667E-2,3.511453280E-3
2.662500000E-2,3.749542404E-3
2.664583333E-2,3.846439300E-3
2.666666667E-2,3.468048526E-3
2.668750000E-2,2.867636504E-3
2.670833333E-2,3.138733329E-3
2.672916667E-2,4.203953315E-3
2.675000000E-2,4.824943841E-3
2.677083333E-2,4.502546042E-3
2.679166667E-2,3.590662032E-3
2.681250000E-2,3.139865352E-3
2.683333333E-2,3.626385471E-3
2.685416667E-2,4.260296002E-3
2.687500000E-2,4.547258839E-3
2.689583333E-2,4.651005846E-3
2.691666667E-2,4.519108217E-3
2.693750000E-2,3.893623594E-3
2.695833333E-2,2.959296340E-3
2.697916667E-2,2.248572651E-3
2.700000000E-2,2.076968085E-3
2.702083333E-2,2.367182402E-3
2.704166667E-2,2.428729786E-3
2.706250000E-2,1.321585267E-3
2.708333333E-2,-6.725578569E-4
2.710416667E-2,-1.993102254E-3
2.712500000E-2,-1.614860841E-3
2.714583333E-2,-3.471742821E-5
2.716666667E-2,1.464679488E-3
2.718750000E-2,2.100884216E-3
2.720833333E-2,2.291611396E-3
2.722916667E-2,2.882236848E-3
2.725000000E-2,3.732377430E-3
2.727083333E-2,3.864095081E-3
2.729166667E-2,2.891663229E-3
2.731250000E-2,1.745836576E-3
2.733333333E-2,1.510505565E-3
2.735416667E-2,2.229390200E-3
2.737500000E-2,3.295992734E-3
2.739583333E-2,4.022326320E-3
2.741666667E-2,3.851779737E-3
2.743750000E-2,3.051968059E-3
2.745833333E-2,2.608272713E-3
2.747916667E-2,2.765099751E-3
2.750000000E-2,3.222107189E-3
2.752083333E-2,3.891763277E-3
2.754166667E-2,4.090861417E-3
2.756250000E-2,3.505350091E-3
2.758333333E-2,2.944062231E-3
2.760416667E-2,3.144589486E-3
2.762500000E-2,4.270805046E-3
2.764583333E-2,5.145020783E-3
2.766666667E-2,4.745912272E-3
2.768750000E-2,3.977887332E-3
2.770833333E-2,3.650921164E-3
2.772916667E-2,3.756584600E-3
2.775000000E-2,4.080138635E-3
2.777083333E-2,4.037268925E-3
2.779166667E-2,3.543782281E-3
2.781250000E-2,3.336746246E-3
2.783333333E-2,3.867337015E-3
2.785416667E-2,4.901725333E-3
2.787500000E-2,5.907435436E-3
2.789583333E-2,6.555982865E-3
2.791666667E-2,7.084341720E-3
2.793750000E-2,7.436744869E-3
2.795833333E-2,7.308370434E-3
2.797916667E-2,6.600641645E-3
2.800000000E-2,5.294836126E-3
2.802083333E-2,4.129095469E-3
2.804166667E-2,3.443916328E-3
2.806250000E-2,2.771807369E-3
2.808333333E-2,2.033631550E-3
2.810416667E-2,1.378742163E-3
2.812500000E-2,1.445811940E-3
2.814583333E-2,2.487969818E-3
2.816666667E-2,3.812807612E-3
2.818750000E-2,5.012918264E-3
2.820833333E-2,5.608126521E-3
2.822916667E-2,5.191667937E-3
2.825000000E-2,4.328541458E-3
2.827083333E-2,3.830964444E-3
2.829166667E-2,3.934294917E-3
2.831250000E-2,4.135468975E-3
2.833333333E-2,3.896427806E-3
2.835416667E-2,3.463425441E-3
2.837500000E-2,3.071930259E-3
2.839583333E-2,2.687374596E-3
2.841666667E-2,2.156433649E-3
2.843750000E-2,1.176181715E-3
