,acc_x,acc_y,acc_z,acc_abs,labelWalkingStandingstill,labelSitting,labelWalking
1970-01-01 00:00:00.018529375,0.06134033446390839,-0.09481433601217532,0.02289954150236057,1.9263592935280875,0,0,0
1970-01-01 00:00:05.018529375,-0.3903701329257685,-0.37640685722357287,0.10954732614605589,1.81561034146008,0,0,0
1970-01-01 00:00:10.018529375,-0.08277340258832036,-0.0457729429246513,0.016342579101244512,0.4897644880537924,0,0,0
1970-01-01 00:00:15.018529375,-0.019798179109051395,-0.0011945720355492026,0.018932857973982926,0.3097111833721713,0,0,0
1970-01-01 00:00:20.018529375,-0.01772873174485848,-0.01219063507023282,-0.004498991283248202,0.5532545274848901,0,0,0
1970-01-01 00:00:25.018529375,-0.029394971382325327,-0.18043202170061923,0.2452721330256527,2.3814406732636133,0,0,0
1970-01-01 00:00:30.018529375,-0.012014278669908422,0.005182189991681932,0.011396403519611176,0.20459030612506987,0,0,0
1970-01-01 00:00:35.018529375,-0.0064838455253486025,0.007698705039173705,0.008309359591875499,0.14863489774659364,0,0,0
1970-01-01 00:00:40.018529375,0.013300959346437725,0.012504997780383031,-0.007133531023483634,0.4826978546159681,0,0,0
1970-01-01 00:00:45.018529375,0.008818887354802398,0.011738984520192815,-0.0038282335018101814,0.23866396842725948,0,0,0
1970-01-01 00:00:50.018529375,0.013136631727259889,0.022442883487985028,0.008514231938294205,0.3954215123952615,0,0,0
1970-01-01 00:00:55.018529375,-0.025879332995446213,0.021032355493377893,-0.023133881166161552,0.7670591779256176,0,0,0
1970-01-01 00:01:00.018529375,0.008714741560143716,0.02350295917790499,-0.009665240251320161,0.4660070408483034,0,0,0
1970-01-01 00:01:05.018529375,0.040630105065154784,0.03826764437522203,0.02288947370279242,0.3896473418706187,0,0,0
1970-01-01 00:01:10.018529375,-0.01973881919298346,0.01689882247100099,-0.025255719411496822,0.4223751020994621,0,0,0
1970-01-01 00:01:15.018529375,-0.05482849969001536,0.0073189516618199614,0.010285804589033132,0.36335077566696605,0,0,0
1970-01-01 00:01:20.018529375,-0.04918695663466067,0.008409644119103193,-0.009687904633305194,0.37177640759510977,0,0,0
1970-01-01 00:01:25.018529375,0.0415804637714052,0.037387291788307186,-0.023224993624755087,0.570386132378523,0,0,0
1970-01-01 00:01:30.018529375,-0.023097270002001197,0.017645175287147173,-0.0047490188336115485,0.6024847150323506,0,0,0
1970-01-01 00:01:35.018529375,0.03140163659689023,0.045684877115682226,-0.0023189798430059655,0.8975382136917365,0,0,0
1970-01-01 00:01:40.018529375,0.07222961914623152,0.056149529258379245,-0.0692360306337563,0.6261421368598602,0,0,0
1970-01-01 00:01:45.018529375,0.05201119113953029,0.08273157869219125,-8.884430946055617e-05,0.33267287752988045,0,0,0
1970-01-01 00:01:50.018529375,0.04683808750888263,0.04575994439310199,0.01042154625736491,0.49442832679057885,0,0,0
1970-01-01 00:01:55.018529375,-0.03534570609966067,0.021196255945364707,0.0356084069579036,0.4914064611987625,0,0,0
1970-01-01 00:02:00.018529375,-0.02189496961978243,0.013631457454963672,-0.06641459104822954,0.8604521562505989,0,0,0
1970-01-01 00:02:05.018529375,-0.025608668924975292,0.023926422071422905,-0.0025552712595623677,0.49906605885830674,0,0,0
1970-01-01 00:02:10.018529375,-0.02450273209845409,0.027608484195906186,-0.04021777248276387,0.4097340327391018,0,0,0
1970-01-01 00:02:15.018529375,0.050497271566524934,0.05727897557043692,0.07087375557091719,0.4823944867045908,0,0,0
1970-01-01 00:02:20.018529375,-0.0033101041148529114,0.0532305840307996,-0.003149390259211577,0.7209002627702196,0,0,0
1970-01-01 00:02:25.018529375,-0.0787509297824243,-0.28183320452329125,0.03824938113935658,2.019805825481474,0,0,0
1970-01-01 00:02:30.018529375,-0.030618257496461073,-0.3073141201889002,0.07903094410277883,2.065642564772275,0,0,0
1970-01-01 00:02:35.018529375,0.06238608135877846,0.08700125272703234,0.06683525233559082,0.8041063939696207,0,0,0
1970-01-01 00:02:40.018529375,0.07483329440712176,0.08373986374143273,-0.005954950692769058,0.5326610249112376,0,0,0
1970-01-01 00:02:45.018529375,-0.01647417891466115,0.048803984621474096,0.014734613114504785,0.6037008832829283,0,0,0
1970-01-01 00:02:50.018529375,0.04541996381344014,0.07227118747868246,0.04810057136715369,0.6791354378822155,0,0,0
1970-01-01 00:02:55.018529375,-0.09260852245754693,-0.01807842835869899,-0.10847125654512994,0.8706477818627745,0,0,0
1970-01-01 00:03:00.018529375,-0.0018692276302403256,0.036389799985329783,0.012644946463588623,0.657172366953453,0,0,0
1970-01-01 00:03:05.018529375,-0.02138038654633467,0.027806435200205454,-0.010314062125517937,0.6169267035113147,0,0,0
1970-01-01 00:03:10.018529375,0.058896533663568666,0.06549860268611576,-0.0010586517978662703,0.6683151651005589,0,0,0
1970-01-01 00:03:15.018529375,0.016934066393819575,0.05371916850419841,-0.24113233577871257,1.160647208632136,0,0,0
1970-01-01 00:03:20.018529375,-0.012834627847952097,0.017990341976327946,-0.1602690955750579,0.8136222692153494,0,0,0
1970-01-01 00:03:25.018529375,0.012826212308451788,0.022729444612169532,-0.019454233938742013,1.094759397331454,0,0,0
1970-01-01 00:03:30.018529375,-0.055420876909964084,-0.04759752002666707,-0.07309723521690756,1.195274690766008,0,0,0
1970-01-01 00:03:35.018529375,-0.020771020978639122,0.021544669466427864,-0.007331357153558482,0.18270062910415172,0,0,0
1970-01-01 00:03:40.018529375,-0.0006733063001796426,0.030144022471539317,-0.023697021671613368,0.3761048785353094,0,0,0
1970-01-01 00:03:45.018529375,-0.034648876079246604,0.05582685869657651,0.0699075345253745,0.7631417765417928,0,0,0
1970-01-01 00:03:50.018529375,0.1784566597714587,-0.23628490304800162,-0.02673553989756832,1.43844543004994,0,0,0
1970-01-01 00:03:55.018529375,0.007948544623824548,-0.002823489576399199,0.02592721244991018,0.46859109418173656,0,0,0
1970-01-01 00:04:00.018529375,0.014738491189481034,-0.0005146117282643519,0.02676881352413692,0.44750179099982035,0,0,0
1970-01-01 00:04:05.018529375,-0.005538344637718325,0.009213294925532932,0.03737105431234542,0.27433098242163345,0,0,0
1970-01-01 00:04:10.018529375,-0.03370641628472856,-0.0948343521758949,0.02009164104694072,0.9337911180488622,0,0,0
1970-01-01 00:04:15.018529375,-0.018201240020958086,-0.06785667519456906,0.013057871281188124,0.6388129929686226,0,0,0
1970-01-01 00:04:20.018529375,0.12498137442102596,-0.00260473193282794,0.06590220528538684,0.7015275912391816,0,0,0
1970-01-01 00:04:25.018529375,0.055279292862627484,-0.10652920153274176,0.06011890484337729,0.8735653177874503,0,0,0
1970-01-01 00:04:30.018529375,0.01692301402466287,0.02544254713537265,0.0696480051589461,0.746484091888004,0,0,0
1970-01-01 00:04:35.018529375,-0.06680059064846441,0.004394414404275999,0.039375894555016604,0.80185142495382,0,0,0
1970-01-01 00:04:40.018529375,-0.19840628406142036,-0.4781596208307138,0.18842066251656295,3.4954457530435126,0,0,0
1970-01-01 00:04:45.018529375,-0.3984008599589665,-0.46598321345439636,-0.28550091428848806,3.2546863346396413,0,0,0
1970-01-01 00:04:50.018529375,-0.18813167008487422,-0.23830558362682036,-0.46854819987937524,2.708868962372455,0,0,0
1970-01-01 00:04:55.018529375,-0.07944595392615766,-0.1713196208504092,-0.2233237158950679,2.5120713122892218,0,0,0
1970-01-01 00:05:00.018529375,-0.00379773271567964,0.004297722181220764,-0.1344862169020464,0.6397686157716566,0,0,0
1970-01-01 00:05:05.018529375,-0.04435482192506614,0.022322198854324304,0.01065778731661434,0.21744408095260956,0,0,0
1970-01-01 00:05:10.018529375,-0.09682226880996604,-0.0981554643309002,-0.15163204948243508,1.7269268769664667,0,0,0
1970-01-01 00:05:15.018529375,0.04125514266527884,-0.022140200789604363,-0.2217597329485429,1.6385813892477645,0,0,0
1970-01-01 00:05:20.018529375,-0.22534901039897884,-0.11195895714248204,-0.10935387843646106,1.2192493323377045,0,0,0
1970-01-01 00:05:25.018529375,-0.1304283961528822,-0.5044361875095789,-0.4346667738046507,4.097377938599002,0,0,0
1970-01-01 00:05:30.018529375,-0.20641309262928287,-0.5211715026015915,-0.5437466108898407,4.433407654381076,0,0,0
1970-01-01 00:05:35.018529375,-0.089368719753005,-0.6609668845841717,-0.6177169039817964,5.181290637726148,0,0,0
1970-01-01 00:05:40.018529375,-0.028667106256027964,-0.6251014106647506,-0.5659331402579642,5.574486196923553,0,0,0
1970-01-01 00:05:45.018529375,-0.08280520790429542,-0.652152504644858,-0.6572407202518604,5.517776466862076,0,0,0
1970-01-01 00:05:50.018529375,-0.015152896291852614,-0.6205078936446016,-0.6637179453794685,5.684199207987848,0,0,0
1970-01-01 00:05:55.018529375,-0.06991247028389219,-0.650537211897944,-0.6290616462432894,5.416626449385629,0,0,0
1970-01-01 00:06:00.018529375,-0.18752805654152097,-0.5674328214527444,-0.6916109084209382,4.443115084066767,0,0,0
1970-01-01 00:06:05.018529375,-0.06213364445572456,-0.13010262922639318,-0.06713270683421034,1.3935113733147104,0,0,0
1970-01-01 00:06:10.018529375,0.0059629094096576435,0.03841315600384433,-0.0800271595585513,1.1774740011304594,0,0,0
1970-01-01 00:06:15.018529375,-0.03726005505852126,0.038956835504061156,-0.10090129390945043,0.40334751006390246,0,0,0
1970-01-01 00:06:20.018529375,-0.0598271203701058,0.0331407916908018,0.13961514592137925,0.8473943151298803,0,0,0
1970-01-01 00:06:25.018529375,-0.04616660131550339,0.02745676704038887,-0.06270581653648702,1.0152432393101596,0,0,0
1970-01-01 00:06:30.018529375,0.025298989817018364,0.02327879957058164,0.039105871472999196,0.3711650756752295,0,0,0
1970-01-01 00:06:35.018529375,-0.018342764423488644,0.030706906921869722,-0.0022113221206294833,0.22798411493388446,0,0,0
1970-01-01 00:06:40.018529375,-0.015858895904828026,0.032917258817947305,-0.004814978538499202,0.08551685273209582,0,0,0
1970-01-01 00:06:45.018529375,-0.00945818060212034,0.03638431340287486,-0.002862839929332534,0.17416554383536925,0,0,0
1970-01-01 00:06:50.018529375,0.00963711941024471,0.06407746784836328,0.013253462794040518,0.5114954117977446,0,0,0
1970-01-01 00:06:55.018529375,-0.023907101556639904,-0.034662122836051516,0.11269322661037526,1.7522612925976644,0,0,0
1970-01-01 00:07:00.018529375,-0.2279320704146195,-0.40043783621988643,-0.22308423713872513,3.377469258864542,0,0,0
1970-01-01 00:07:05.018529375,-0.13876812695568463,-0.05443267937071178,-0.2689363132653976,1.2869848586993213,0,0,0
1970-01-01 00:07:10.018529375,-0.10763628975174051,-0.04924527706939542,-0.04565212378802333,1.394124980684551,0,0,0
1970-01-01 00:07:15.018529375,-0.09128472392155888,-0.25339550473257266,-0.1128618890188912,3.193496077667465,0,0,0
1970-01-01 00:07:20.018529375,-0.1535089728099122,-0.5520198679272794,-0.5271571651888363,4.551787981576846,0,0,0
1970-01-01 00:07:25.018529375,0.0016745796494422238,-0.4764942207307251,-0.3595773307026553,4.353843483659363,0,0,0
1970-01-01 00:07:30.018529375,-0.23951528151207588,-0.5821956801407501,-0.6317094161924033,4.997810048889223,0,0,0
1970-01-01 00:07:35.018529375,-0.08501640836059364,-0.730088806127998,-0.39725298851999,4.84064861688503,0,0,0
1970-01-01 00:07:40.018529375,-0.13204954545745312,-0.6080097086878044,-0.4807794048916966,4.864630686250299,0,0,0
1970-01-01 00:07:45.018529375,-0.06408883081568262,-0.5102819127321757,-0.4716663571339601,4.740641680362075,0,0,0
1970-01-01 00:07:50.018529375,-0.21221151543163674,-0.557205088906533,-0.5423285143151497,4.925659053453493,0,0,0
1970-01-01 00:07:55.018529375,-0.07874708909896018,-0.5291299113726255,-0.4902678727065359,4.928294162762947,0,0,0
1970-01-01 00:08:00.018529375,-0.01255562113921158,-0.4593337537489621,-0.6137665718308392,4.710190909694611,0,0,0
1970-01-01 00:08:05.018529375,-0.06689197258974053,-0.575411669345442,-0.520032124248443,4.907375689252096,0,0,0
1970-01-01 00:08:10.018529375,-0.12047661369642115,-0.45897551784209584,-0.4562691745712335,3.8778165759620755,0,0,0
1970-01-01 00:08:15.018529375,-0.23022014251861955,-0.07957264768925935,-0.12842541732536927,0.7926962493598602,0,0,0
1970-01-01 00:08:20.018529375,-0.02141199018920958,0.005758137225178561,-0.0035976178214516996,0.9223701969823553,0,0,0
1970-01-01 00:08:25.018529375,-0.07820363184517364,-0.04160261725215368,0.15916090707271857,1.4881268000691816,0,0,0
1970-01-01 00:08:30.018529375,-0.07121097973880479,-0.44801939288994025,-0.23963984244601597,4.018138228519124,0,0,0
1970-01-01 00:08:35.018529375,-0.075474535554513,-0.27916377447594615,-0.4332163476677645,3.951946371519361,0,0,0
1970-01-01 00:08:40.018529375,-0.08895473802173133,-0.37516234098461876,-0.31317605165570256,4.092036928342315,0,0,0
1970-01-01 00:08:45.018529375,-0.16846536145200197,-0.5364380185985429,-0.25841027334489625,4.097528587002794,0,0,0
1970-01-01 00:08:50.018529375,-0.060508749346487,-0.4173489970436327,-0.6451822269942515,4.5921314259898205,0,0,0
1970-01-01 00:08:55.018529375,-0.03352514690745907,-0.4595568979596906,-0.3148335684207585,4.155037729669062,0,0,0
1970-01-01 00:09:00.018529375,-0.16575011705894224,-0.6449172841118805,-0.5986330610540322,4.699486377158166,0,0,0
1970-01-01 00:09:05.018529375,-0.06973170203448265,-0.6789098676825209,-0.4269021079092706,4.899272617818164,0,0,0
1970-01-01 00:09:10.018529375,-0.1482291331315888,-0.5217268593638723,-0.5136759920377445,5.12695607800459,0,0,0
1970-01-01 00:09:15.018529375,-0.0003237513375069709,-0.3878105932029501,-0.6535758662723753,4.673183274564072,0,0,0
1970-01-01 00:09:20.018529375,-0.11458090467425153,-0.6676544840517225,-0.5415665514122036,5.3259199821229535,0,0,0
1970-01-01 00:09:25.018529375,-0.11207581273547508,-0.6390547695924651,-0.5700730879591437,5.293127085592215,0,0,0
1970-01-01 00:09:30.018529375,-0.11676801773996015,-0.629986817296514,-0.6238209714797849,5.180721864404383,0,0,0
1970-01-01 00:09:35.018529375,-0.14503841842150697,-0.6376355745006248,-0.4965873024541417,5.284372698231737,0,0,0
1970-01-01 00:09:40.018529375,-0.08985460877730536,-0.6104174917446905,-0.6465806031219984,5.676709944248303,0,0,0
1970-01-01 00:09:45.018529375,-0.16280339051445508,-0.7135780512857285,-0.5734957510241975,5.832643765551298,0,0,0
1970-01-01 00:09:50.018529375,-0.06492753219048503,-0.5886544562291517,-0.6364773199880439,5.574677317993413,0,0,0
1970-01-01 00:09:55.018529375,-0.16120261952700257,-0.6308707883082035,-0.44782850882219166,5.213915623714771,0,0,0
1970-01-01 00:10:00.018529375,-0.22901548012207587,-0.6525652422049302,-0.5728820193044611,5.452713074973054,0,0,0
1970-01-01 00:10:05.018529375,-0.2244050451237611,-0.7721020904746787,-0.5422825425427147,5.935601340198204,0,0,0
1970-01-01 00:10:10.018529375,-0.17003212336342274,-0.6613947424365524,-0.5350740150478684,5.621395466019522,0,0,0
1970-01-01 00:10:15.018529375,-0.2315212787014643,-0.6030689421642096,-0.5899092629062515,5.206411773452494,0,0,0
1970-01-01 00:10:20.018529375,-0.15513876308586608,-0.6227585060543692,-0.604818418330539,4.819365264786228,0,0,0
1970-01-01 00:10:25.018529375,-0.2110697030486247,-0.5541698482938443,-0.4107778417282635,4.500304810809581,0,0,0
1970-01-01 00:10:30.018529375,-0.25392069059455086,-0.564804757125992,-0.38643448814259485,4.777380083952694,0,0,0
1970-01-01 00:10:35.018529375,-0.23482408429481036,-0.6903935926177186,-0.5803522309966667,5.112918522516368,0,0,0
1970-01-01 00:10:40.018529375,-0.2869639790924351,-0.610673364031996,-0.6449396218267863,5.440696926914172,0,0,0
1970-01-01 00:10:45.018529375,-0.2365586897289202,-0.7460278642798404,-0.5367976593399023,5.244844136605788,0,0,0
1970-01-01 00:10:50.018529375,-0.2567655010592936,-0.671936740868104,-0.579417683518022,5.502689480808184,0,0,0
1970-01-01 00:10:55.018529375,-0.21204508473902392,-0.7012692204133467,-0.606257090382649,5.687898183248606,0,0,0
1970-01-01 00:11:00.018529375,-0.14045218982992014,-0.6057534548866885,-0.33545557106156093,4.906060196745111,0,0,0
1970-01-01 00:11:05.018529375,-0.3241324686107245,-0.6205250902436966,-0.5200499156149203,5.470301222016167,0,0,0
1970-01-01 00:11:10.018529375,-0.21895903046748505,-0.5952861604477645,-0.5808171725948243,5.294527933926946,0,0,0
1970-01-01 00:11:15.018529375,-0.19042181145266648,-0.48947209358944105,-0.5931323056369361,4.999087087213173,0,0,0
1970-01-01 00:11:20.018529375,-0.20427272041322755,-0.5939702264669062,-0.5214544323749701,4.791222358645509,0,0,0
1970-01-01 00:11:25.018529375,-0.20862911666167464,-0.5302005369042915,-0.3930410865521796,4.281732164886227,0,0,0
1970-01-01 00:11:30.018529375,-0.541855877961571,-0.4340145571659032,-0.4082388150184631,3.802063368650698,0,0,0
1970-01-01 00:11:35.018529375,-0.15877643671424552,-0.2825890150333477,-0.3994586269427186,2.6654247966196407,0,0,0
1970-01-01 00:11:40.018529375,-0.0211731991243643,0.011089214139894752,-0.007281636856099799,0.1304138093636128,0,0,0
1970-01-01 00:11:45.018529375,-0.00678390983920299,0.018769620599927105,-0.008770633531823549,0.20789175774716567,0,0,0
1970-01-01 00:11:50.018529375,0.009168595203916172,0.026354555216942313,-0.03161760222078517,0.29412096046678643,0,0,0
1970-01-01 00:11:55.018529375,-0.17867704479586224,-0.07534859225970061,0.10993011163178025,1.7555238600377245,0,0,0
1970-01-01 00:12:00.018529375,-0.07798539412798361,-0.12841495122920557,-0.1192401766277736,2.7320055669662677,0,0,0
1970-01-01 00:12:05.018529375,-0.20738290197681236,-0.165801395678213,-0.16521396007902192,1.9373375928377246,0,0,0
1970-01-01 00:12:10.018529375,0.06448736116603535,0.03389263624653213,0.02811437857884271,0.3918545612567066,0,0,0
1970-01-01 00:12:15.018529375,-0.17441034057887225,-0.23390467734931342,-0.1160484356054591,3.2825366636331337,0,0,0
1970-01-01 00:12:20.018529375,-0.1031348291609625,-0.4352937237338004,-0.21826042602445106,3.709309111803992,0,0,0
1970-01-01 00:12:25.018529375,-0.2687654354004391,-0.37069949976804195,-0.43646041368592814,4.767955024042914,0,0,0
1970-01-01 00:12:30.018529375,-0.3008455599796806,-0.661770673699042,-0.5792267122809581,5.109740422987625,0,0,0
1970-01-01 00:12:35.018529375,-0.21069361939994416,-0.5164833296136352,-0.4185183990218063,4.941888676666267,0,0,0
1970-01-01 00:12:40.018529375,-0.3673033155022415,-0.5603381834487225,-0.5365287071057684,4.487417191459482,0,0,0
1970-01-01 00:12:45.018529375,-0.21579119196418364,-0.48885033030582836,-0.23692067748726545,4.350232264153493,0,0,0
1970-01-01 00:12:50.018529375,-0.14655077302070202,-0.523949889011972,-0.6386239585950698,4.776120293843513,0,0,0
1970-01-01 00:12:55.018529375,-0.2530335148083433,-0.6065752571308742,-0.49468100535454085,4.809143331450299,0,0,0
1970-01-01 00:13:00.018529375,-0.2869763177669242,-0.5166815887622235,-0.4562733037921378,4.415661034336726,0,0,0
1970-01-01 00:13:05.018529375,-0.21818589520389223,-0.5018311875697604,-0.2583566218941138,3.9062183808984035,0,0,0
1970-01-01 00:13:10.018529375,-0.05037694321390417,-0.2987935904993651,-0.4702522958507585,3.7435686272491013,0,0,0
1970-01-01 00:13:15.018529375,-0.25433000272229545,-0.5683287199269001,-0.26606171890359076,4.099454154041317,0,0,0
1970-01-01 00:13:20.018529375,-0.19600657671657962,-0.31845788877785425,-0.5008889019819261,4.202148399633932,0,0,0
1970-01-01 00:13:25.018529375,-0.19611063789752986,-0.42570731833500003,-0.3400265441873546,3.761944422975498,0,0,0
1970-01-01 00:13:30.018529375,-0.13141857574981436,-0.31478415673075655,-0.3265202199861158,3.7862025010792415,0,0,0
1970-01-01 00:13:35.018529375,-0.09191022135765267,-0.4692482027458923,-0.24042402697393214,4.192143911931936,0,0,0
1970-01-01 00:13:40.018529375,-0.2442095832110639,-0.46237269878502785,-0.3805840124762814,3.9025950314542914,0,0,0
1970-01-01 00:13:45.018529375,-0.16608712348397206,-0.2986349407045948,-0.4294406669106187,3.650022877160678,0,0,0
1970-01-01 00:13:50.018529375,-0.12115995946742775,-0.3883227579618344,-0.10813958264639721,3.468210663428742,0,0,0
1970-01-01 00:13:55.018529375,-0.16707856298689022,-0.24807942048188542,-0.4038554801459801,3.3828715798514972,0,0,0
1970-01-01 00:14:00.018529375,-0.0762020283771597,-0.2528345781853653,-0.27910467197804395,3.347739961109581,0,0,0
1970-01-01 00:14:05.018529375,-0.25792684448007985,-0.5037000370398186,-0.21955418178148903,3.8185520733954093,0,0,0
1970-01-01 00:14:10.018529375,-0.2949524212077745,-0.512805461309505,-0.43948269347493013,4.924626428231536,0,0,0
1970-01-01 00:14:15.018529375,0.026446588463138323,-0.3453966765388144,-0.3483258798042116,4.195897344492415,0,0,0
1970-01-01 00:14:20.018529375,-0.214614066914489,-0.4675037110505609,-0.45598679341814374,4.310010133719561,0,0,0
1970-01-01 00:14:25.018529375,-0.17044896546223953,-0.30486223821993813,-0.3453037329337105,4.094789888105389,0,0,0
1970-01-01 00:14:30.018529375,-0.028711980404892205,-0.21509703467461355,-0.3173872913742861,3.33018095486986,0,0,0
1970-01-01 00:14:35.018529375,-0.11893090195638721,-0.5961807330578125,-0.25460276689899397,4.715910611169262,0,0,0
1970-01-01 00:14:40.018529375,-0.20374854671542916,-0.39081225027090616,-0.5566402808517426,4.773975902511178,0,0,0
1970-01-01 00:14:45.018529375,-0.2199823544471597,-0.6039083817777685,-0.58805306919695,4.9108974571790425,0,0,0
1970-01-01 00:14:50.018529375,-0.28443618341673055,-0.6383418644197585,-0.5468550857686826,4.979144288202196,0,0,0
1970-01-01 00:14:55.018529375,-0.2588381391454172,-0.7240517099782235,-0.6143365948077625,5.755141584237126,0,0,0
1970-01-01 00:15:00.018529375,-0.21768234460077843,-0.6233692728276325,-0.5937714727747768,4.908256672548103,0,0,0
1970-01-01 00:15:05.018529375,-0.0771311640845469,-0.30517708453678843,-0.09705820973535723,3.2303042131131736,0,0,0
1970-01-01 00:15:10.018529375,-0.3012503107066367,-0.5292531525828283,-0.5220882077191698,4.863897590017564,0,0,0
1970-01-01 00:15:15.018529375,-0.3076500864878403,-0.6638082171076048,-0.5944416587567026,5.486619492688024,0,0,0
1970-01-01 00:15:20.018529375,-0.23186991106189356,-0.6173211171742954,-0.6188731679612774,4.919776491301597,0,0,0
1970-01-01 00:15:25.018529375,-0.04146400569191035,-0.1459316097645249,-0.19783491860293764,1.7947573249319124,0,0,0
1970-01-01 00:15:30.018529375,-0.23422917100708587,-0.5609748787159082,-0.2279799190399661,5.146501870319961,0,0,0
1970-01-01 00:15:35.018529375,-0.17351521731784772,-0.7575848253724735,-0.620054461940475,6.177590854846507,0,0,0
1970-01-01 00:15:40.018529375,-0.3179635110806787,-0.7239556802706846,-0.6260659626333632,6.003641638443712,0,0,0
1970-01-01 00:15:45.018529375,-0.303264717929513,-0.6998134500433492,-0.5909943307192335,5.822331317319362,0,0,0
1970-01-01 00:15:50.018529375,-0.3858076493156168,-0.7087131024885649,-0.5718705244435529,5.804120867992814,0,0,0
1970-01-01 00:15:55.018529375,-0.2888979634665555,-0.6276477119849301,-0.5682628669067666,5.489109185903194,0,0,0
1970-01-01 00:16:00.018529375,-0.1718995289735369,-0.4628144693522116,-0.6101783119357485,4.477253240771857,0,0,0
1970-01-01 00:16:05.018529375,-0.48311390334482635,-0.45445470512013375,-0.4234306070267864,3.6129744606079837,0,0,0
1970-01-01 00:16:10.018529375,-0.3579641158288866,-0.1452740833860673,-0.15537208534880398,2.176977174789022,0,0,0
1970-01-01 00:16:15.018529375,-0.8444485176745948,-1.3128838608699198,-0.971615513313413,8.918540314620758,0,0,0
1970-01-01 00:16:20.018529375,-0.16059922275988622,-0.4180127505363433,-0.3360340192290795,4.895842469313374,0,0,0
1970-01-01 00:16:25.018529375,-1.1069394293372734,-1.2632224418029943,-0.7948464720627145,7.648330192700199,0,0,0
1970-01-01 00:16:30.018529375,-0.36555518200406584,-0.6373772372629576,-0.4148970364128503,5.182269933160877,0,0,0
1970-01-01 00:16:35.018529375,-0.4478212856112754,-0.6459058062598682,-0.5034856651193214,5.389995738239919,0,0,0
1970-01-01 00:16:40.018529375,-0.36607590039706983,-0.5786964845335465,-0.43212894813403796,5.124388544481636,0,0,0
1970-01-01 00:16:45.018529375,-0.17650669614178843,-0.7378058586126547,-0.6991230093077504,5.4579109505538925,0,0,0
1970-01-01 00:16:50.018529375,-0.2486590653736926,-0.6121719225152495,-0.20836534814339916,4.656217097911775,0,0,0
1970-01-01 00:16:55.018529375,-0.4328441222333833,-0.5479425624655689,-0.41214942166534935,5.87109952254012,0,0,0
1970-01-01 00:17:00.018529375,-0.5437085755916528,-0.6209572905162695,-0.33822920421943714,4.772630836933334,0,0,0
1970-01-01 00:17:05.018529375,-0.10681466960785828,-0.02312251435684252,-0.18820803724036786,1.026468521887545,0,0,0
1970-01-01 00:17:10.018529375,-0.0007558967648003982,-0.0131581889614333,-0.03583360144859102,0.968660511398523,0,0,0
1970-01-01 00:17:15.018529375,0.04751462604093414,-0.0076376727670783625,-0.010991511483924753,0.6562247001373454,0,0,0
1970-01-01 00:17:20.018529375,-0.22272721011686625,-0.23437288641844112,-0.16557340559273256,2.449128936233513,0,0,0
